headline,text,label
"A comedian has apparently shredded 10,000 over David Beckham's role as Qatar's World Cup ambassador","A British comedian appeared to shred £10,000 ($11,000) in a video after failing to receive a response from David Beckham over his controversial role as a Qatar World Cup ambassador.",sports
"Iranian protesters celebrate World Cup defeat, as fears surround players' return","Iran's World Cup defeat to the United States was met by cheers and celebrations in Tehran and other Iranian cities on Tuesday evening, as protesters hailed the country's exit from the tournament as a blow to the ruling regime.",sports
Woman 'feared for her life' during alleged rape by World Cup cricketer,"A woman allegedly raped by a Sri Lankan World Cup cricketer in Sydney, Australia last week told police she feared for her life during the attack, according to court documents reported by CNN affiliate 7 News.",sports
'Profoundly unjust.' Gianni Infantino launches explosive tirade against Western critics on eve of World Cup,"On the eve of the 2022 World Cup in Qatar, FIFA President Gianni Infantino launched a tirade against Western critics of the controversial tournament in an explosive hour-long monologue.",sports
A match like no other. When the US played Iran at the 1998 World Cup,"""I remember it like it was yesterday,"" says Steve Sampson, his face breaking into a smile before spending his Friday morning reminiscing about what has frequently been described as the most politically charged match in World Cup history.",sports
Tim Sparv: Staying silent is 'not an option' with soccer heading in 'dangerous' direction after Qatar 2022,"Former Finland captain Tim Sparv says he hopes this month's World Cup in Qatar will be a turning point for a sport that he believes is heading in a ""dangerous"" direction.",sports
Iran calls for US to be kicked out of 2022 World Cup after it changes Iran flag on social media to show support for protesters,Iran state media has called for the US to be kicked out of the 2022 World Cup after US Soccer changed the country's flag on social media to show support for protesters in the country.,sports
"Neymar sprained his ankle in Brazil's 2-0 win over Serbia, team doctor confirms","Brazil superstar Neymar sprained his right ankle in his side's opening World Cup match -- a 2-0 win over Serbia -- on Thursday, Brazilian team doctor Rodrigo Lasmar confirmed last night in a post-game press conference.",sports
United States Women's National Team earns more money from men's World Cup than its previous two women's tournaments,The United States Women's National Team (USWNT) earned more money from its male equivalent reaching the knockout stages of the 2022 FIFA World Cup in Qatar than it did from winning its own tournaments in 2015 and 2019.,sports
Scotland recognized as world's best golf destination,"It remains to be seen whether football will come home for England at the World Cup in Qatar next month, but for neighboring Scotland, golf has officially -- and finally -- returned to its motherland.",sports
Referee hands out 10 red cards in fiery Argentine final,World Cup referee Facundo Tello dished out 10 red cards in Argentina's Champions Trophy final on Sunday after Racing Club midfielder Carlos Alcaraz sparked a melee in front of the Boca Juniors fans with his match-winning goal celebration.,sports
India inch closer to semis after nervy win vs. Bangladesh,Inaugural champions India put a foot in the semifinals of the T20 World Cup following their nervy five-run victory against Bangladesh in a rain-hit Group 2 humdinger in Adelaide on Wednesday.,sports
Cristiano Ronaldo thought he'd scored record-equaling goal -- but it wasn't to be,"As he sprinted away to the corner flag with his arms spread wide on Monday, Cristiano Ronaldo thought he'd leveled Portugal great Eusebio's record as the nation's all-time World Cup scorer.",sports
Qatar World Cup chief says between 400 and 500 migrant workers have died in projects connected to the tournament,World Cup chief Hassan Al-Thawadi said that between 400 and 500 migrant workers have died as a result of work done on projects connected to the tournament -- a greater figure than Qatari officials have cited previously.,sports
'Crass' and an 'insult'. FIFA president criticized for speech on Qatar's human rights ahead of World Cup,"FIFA President Gianni Infantino's near hour-long speech on the eve of the 2022 World Cup in Qatar has been described as ""crass"" and an ""insult"" to migrant workers by human rights groups.",sports
World Cup 2022: French firm under investigation over alleged labor abuses in Qatar,"A subsidiary of French construction firm Vinci was placed under formal investigation Wednesday over allegations of abusive working conditions on building sites in Qatar linked to the 2022 FIFA World Cup, a spokeswoman with the Nanterre prosecutor's office tol…",sports
"Canada makes World Cup return after 36-year absence, and other day four highlights in Qatar","Some of soccer's biggest names -- notably Croatia's Luka Modrić and Kevin De Bruyne of Belgium -- will begin their World Cup campaigns on Wednesday, while the decades-long wait is nearly over for Canada fans as their team makes its tournament bow for the firs…",sports
Germany salvages draw against Spain but World Cup hopes still hang in the balance,Niclas Füllkrug's late strike was enough to salvage a point for Germany against Spain as qualification from Group E goes down to the wire.,sports
"Christian Pulisic has been taken to hospital, says World Cup broadcaster FOX Sports",US Men's National Team (USMNT) forward Christian Pulisic has been taken to hospital due to an abdominal injury he suffered while scoring the game-winning goal for the United States in its crucial 1-0 win over Iran.,sports
World Cup broadcaster Fox Sports: US goal scorer Christian Pulisic taken to hospital,"US star forward Christian Pulisic was taken to the hospital after he scored a first-half goal that gave the Americans a crucial 1-0 victory over Iran during group play in the 2022 FIFA World Cup, according to Fox Sports.",sports
Qatar is a minefield for World Cup advertisers. One team has already lost a sponsor,"Billions of people watch FIFA's World Cup every four years, a tantalizing opportunity for advertisers who want to capitalize on the feel-good fervor of the world's biggest sporting event. But this year, it's a reputational minefield for some of the world's bi…",sports
"5 things to know for Nov. 21: Colorado shooting, World Cup, Twitter, Congress, Climate",Here's what else you need to know to Get Up to Speed and On with Your Day.,sports
Live updates: Lionel Messi and Argentina play and other World Cup news and highlights,,sports
The World Cup has brought some change to Qatar. Will it last?,Questions remain as to whether the reforms will remain once the tournament is over and the world's gaze shifts away from the Gulf nation.,sports
Fans around the world flock to watch Lionel Messi play at Qatar 2022,Walk around Doha and it isn't long before you hear people talking about Lionel Messi.,sports
Opinion: Qatar's Ambassador on why the Middle East deserves the opportunity to host soccer's biggest event,"Sheikh Meshal bin Hamad Al Thani, Qatar's Ambassador to the US, responds to a CNN opinion piece written by Roger Bennett and Tommy Vietor. He writes: ""Conditions for millions of workers in Qatar have improved,"" adding that ""there is more to do.""",sports
"""I believe movement is life,' says Didier Drogba, the winner of inaugural CNN ""Off the Pitch"" prize at Dubai Globe Soccer Awards","Didier Drogba has been awarded the inaugural Dubai Globe Soccer ""Off the Pitch"" Award, in partnership with CNN. Now in its 13th edition, this year's ceremony on November 17, comes just three days before the beginning of the 2022 Qatar World Cup.",sports
Lionel Messi and Argentina face crunch game against Poland,It was meant to be Lionel Messi's crowning moment for Argentina -- the tournament in which he steps out of Diego Maradona's shadow for the national team -- but the 2022 World Cup has been a mixed experience for the 35-year-old so far.,sports
USMNT captain Tyler Adams apologizes for mispronunciation of Iran; addresses issue of discrimination in the US,"Tyler Adams is interested in pursuing sports psychology once his playing career is over, according to the US Soccer website, and the US Men's National Team's (USMNT) captain showed he's acutely aware of political and social sensitivities as he spoke ahead of …",sports
"'Our dreams never came true.' These men helped build Qatar's World Cup, now they are struggling to survive.","Kamal was standing outside a shop with other migrant workers, having finished yet another grueling working day, when he and -- he says -- a few others were arrested this August. Without explanation, the 24-year-old says he was put into a vehicle and, for the …",sports
'It's not safe and it's not right.' Qatar says all are welcome to the World Cup but some LGBTQ soccer fans are staying away,"""I'm a man and I love men. I do -- please don't be shocked -- have sex with other men. This is normal. So please get used to it, or stay out of football.""",sports
Lionel Messi's rep denies report that Argentina captain is in negotiations with MLS' Inter Miami for next season,"Argentina's soccer superstar Lionel Messi is not in negotiations to join Inter Miami next season, his representative tells CNN.",sports
Germany players cover mouths in protest against FIFA clampdown on free speech in 'OneLove' armband row,It was a moment so brief that the thousands of fans inside the Khalifa International Stadium on Wednesday could easily have missed it.,sports
Brazil looks to book place in knockout stage without injured star man Neymar,"The image of Neymar limping off the pitch, his right ankle visibly swollen, would have left millions of Brazil fans fearing the worst.",sports
Here's what to know about NASCAR's championship race Sunday,"With the NASCAR Cup Series making its final stop of the 2022 season at Phoenix Raceway on Sunday, four drivers will compete to be crowned champion.",sports
"Josh Cavallo: Only openly gay top-flight male footballer says FIFA's 'OneLove"" armband ban has made him feel 'excluded'","Josh Cavallo, the only openly gay top-flight male soccer player in the sport, has told CNN that FIFA's decision to ban players from wearing ""OneLove"" armbands at the Qatar 2022 has made him feel ""excluded.""",sports
Ecuador dampens Qatar's party as controversial World Cup gets underway | CNN,"For the past year, a giant clock in Doha has been counting down to the opening match of the World Cup. Qatar and the world need wait no more, after this controversial tournament got underway Sunday with the host losing 2-0 to Ecuador.",sports
Gerard Piqu and Robert Lewandowski sent off as Barcelona fights back to defeat Osasuna,"Gerard Piqué's football career ended in ignominious fashion as he was red carded from the substitute's bench, but Barcelona nevertheless secured an important 2-1 victory against Osasuna.",sports
"Iran threatened families of World Cup soccer team, according to security source","The families of Iran's World Cup soccer team have been threatened with imprisonment and torture if the players fail to ""behave"" ahead of the match against the USA on Tuesday, a source involved in the security of the games said.",sports
"Kylian Mbapp tells Sports Illustrated he considered quitting French national team after Euro 2020, citing lack of support after suffering racist abuse","French superstar Kylian Mbappé says he considered quitting the France national team after Euro 2020, citing a lack of support after suffering racist abuse.",sports
"Start your week smart: Midterms, Iran, Covid-19, Air show crash, Dolly Parton",Here's what you need to know to Start Your Week Smart.,sports
Gareth Bale saves Wales to frustrate USMNT,There was frustration for the United States Men's National Team (USMNT) in its opening game of Qatar 2022 as Gareth Bale scored a late penalty for Wales.,sports
How the 'world's most famous football' became a 'gift from God' for former referee Ali Bin Nasser,"The two goals are perhaps as famous as each other -- the first fabled for its audacity and guile, the second for its brilliant, breathtaking skill.",sports
"5 things to know for Nov. 28: Travel delays, China, Gun ban, Idaho stabbings, Ukraine",Here's what else you need to know to Get Up to Speed and On with Your Day.,sports
Barcelona defender Gerard Piqu announces retirement at age 35,"Barcelona defender Gerard Piqué has announced his retirement from football, saying Saturday's game against Almería will be his last.",sports
First on CNN: White House kicking off six-week Covid-19 booster push,"The Biden administration is launching a critical, six-week push aimed at stepping up Americans' Covid-19 booster vaccinations heading into the holiday season.",sports
"Wayne Rooney: As former Premier League star rolls sushi in Dubai, his thoughts turn to Alex Ferguson","You might think that after such a grueling career, that a much-needed break was on the cards for Rooney. But at the age of 37, he has instead turned his attention to coaching -- with his old coach's words ringing in his ears.",sports
"5 things to know for November 1: Ukraine, Paul Pelosi, Mississippi, Trump, Seoul",Here's what else you need to know to Get Up to Speed and On with Your Day.,sports
World Cup news and highlights,"Three highly anticipated matches are scheduled for Monday: England vs Iran, Senegal vs The Netherlands and USA vs Wales. Follow here for the latest.Three highly anticipated matches are scheduled for Monday: England vs Iran, Senegal vs The Netherlands and",sports
"5 things to know for Nov. 30: Rail strike, Jan. 6, Marriage bill, China, Alzheimer's",Here's what else you need to know to Get Up to Speed and On with Your Day.,sports
World Cup 2022 news and highlights,"Argentina takes on Mexico at 2 p.m. ET Saturday, looking to bounce back from a stunning loss to Saudi Arabia earlier this week. Follow live updates on that game and more from the 2022 World Cup.Argentina takes on Mexico at 2 p.m. ET Saturday, looking to b",sports
A horror bike crash and imposter syndrome: Golfer Becky Brewerton's mental health journey back to the top,"Competing at the top of the women's golf, Becky Brewerton saw her game disappear seemingly overnight after a horrific bike crash. Confronting her imposter syndrome, the Welshwoman began a long journey to better her mental health and subsequently, her performa…",sports
How Qatar ended up hosting the World Cup,"With the World Cup now underway in Qatar, many are wondering how this moment arrived -- that a tiny Gulf nation with little footballing history ended up hosting the biggest event the sport has to offer.",sports
Prince William's Earthshot prize announces finalists,"The Earthshot Prize, an ambitious initiative founded by Prince William to help tackle some of the planet's most pressing environmental challenges, has unveiled its 15 finalists for the 2022 edition.",sports
World Cup guide: Teams and players to watch,"In just over 24 hours, Qatar 2022 will burst into life as the host nation takes on Ecuador in the opening game of the World Cup.",sports
"5 things to know for Nov. 17: House, Layoffs, UVA shooting, Ukraine, College rankings",Here's what else you need to know to Get Up to Speed and On with Your Day.,sports
"5 things to know for November 23: Walmart shooting, Trump, Student loans, Layoffs, Covid",Here's what else you need to know to Get Up to Speed and On with Your Day.,sports
Lionel Messi fronts up to defeat as Saudi fans take over Doha after World Cup upset,Argentina's game against Saudi Arabia on Tuesday was supposed to serve as the perfect springboard for Lionel Messi's last dance at the World Cup.,sports
FIFA forbids Danish men's soccer team from wearing pro-human rights shirts at Qatar World Cup,The men's Danish soccer team has been forbidden from wearing training shirts showing human rights messaging at this month's World Cup in Qatar.,sports
Serbia and Cameroon play out entertaining 3-3 draw at the World Cup,Serbia and Cameroon played out a thrilling 3-3 draw at the World Cup in what was one of the most entertaining games of the tournament so far.,sports
England win T20 World Cup with dramatic victory in final against Pakistan to create history,"England won the T20 World Cup Final in sensational style, defeating Pakistan by five wickets in front of more than 80,000 fans at the Melbourne Cricket Ground on Sunday.",sports
Iranian men's soccer manager Carlos Queiroz says players can protest at World Cup within FIFA regulations,"The manager of the Iranian men's soccer team said his players are allowed to protest while they participate at the World Cup in Qatar, as long as those protests do not break FIFA rules.",sports
"Iran should not be allowed to play at World Cup, says former FIFA President Sepp Blatter","Former FIFA President Sepp Blatter thinks Iran should be barred from the upcoming World Cup in Qatar, a Swiss paper and online news website quoted him as saying Friday.",sports
"Ivan Toney double stuns Manchester City, two days after exclusion from England's World Cup squad","Brentford defeated Manchester City 2-1 on Saturday at the Etihad Stadium, ending City's run of 16 consecutive home victories with a breathtaking breakaway goal in the 98th minute that sealed victory.",sports
New Zealand defeat England in record-breaking women's Rugby World Cup final,"Finals can often be sluggish affairs, stifled by the weight of the occasion and the all-encompassing pressure that accompanies them.",sports
2022 In Review Fast Facts,Read CNN's Fast Facts to learn more about the events of 2022.,sports
"As Twitter staff empties out, users fear the worst for platform","On Thursday night, following another exodus of Twitter employees, the outage detection site Down Detector showed a spike in users reporting issues accessing the social media platform. A chart of the sharp increase in outage reports was shared by some users on…",sports
"5 things to know for Nov. 22: Colorado shooting, Rail strike, Twitter, Voting, Iran",Here's what else you need to know to Get Up to Speed and On with Your Day.,sports
"Start your week smart: Snowstorm, LGBTQ nightclub shooting, Climate, Twitter, Biden",Here's what you need to know to Start Your Week Smart.,sports
Opinion: The risky and lonely path for women in sports,"Sports historian Amy Bass looks at situations ranging from Brittney Griner's plight to the sickening report of abuses in the National Women's Soccer League and asks: If these elite athletes -- the owners of these bodies who fly and soar, slam and hit, climb a…",sports
The nation's hope for a Thanksgiving reprieve is shattered by another tragic spate of gun violence,"As the nation's psyche was shattered by yet another mass shooting in Chesapeake, Virginia, the moments of terror recounted by Walmart employee Jessie Wilczewski -- who survived a Tuesday night attack that killed at least six people -- reflected the position o…",sports
Netanyahu is back. Here's what that means for Israel,"Benjamin Netanyahu is set to resurrect his political career and make an astonishing comeback as Prime Minister of Israel. And after five elections in four years, this government might just stick.",sports
Opinion: Three things George Washington gave thanks for,"In 1789, George Washington proclaimed the first national holiday of Thanksgiving to express gratitude for ""the great degree of tranquility, union, and plenty."" Today, these can seem more like an aspiration than a reality at times, given mass shootings, politi…",sports
"Opinion: Joe Biden and Elon Musk, at opposite ends of leadership equation","Even after Nancy Pelosi's decision to step down at the age of 82, many of Washington's leaders including President Joe Biden, are octogenarians, or nearly so. In corporate America, ""genius"" is often cited as a substitute for experience. Recent moves at Twitte…",sports
Pro Football Hall of Fame punter Ray Guy dies at the age of 72,"Pro Football Hall of Fame punter Ray Guy has died at the age of 72, the National Football League and the Pro Football Hall of Fame announced Thursday.",sports
How football became a Thanksgiving tradition,"Every year, millions tune in to watch the annual Thanksgiving NFL games, but how did football become so connected to the holiday?",sports
"NFL Thanksgiving Day previews: Bills, Cowboys, Vikings in action","This Thursday, homes across the United States will be full of two things: food and football. The National Football League's annual Thanksgiving Day triple-header returns for what is sure to be an exciting slate of showdowns.",sports
Barcelona defender Gerard Piqu announces retirement at age 35,"Barcelona defender Gerard Piqué has announced his retirement from football, saying Saturday's game against Almería will be his last.",sports
Baltimore Ravens quarterback Lamar Jackson brings young fan with heart condition to tears with kind gesture,It was a Monday Night Football match to remember for one NFL fan thanks to Lamar Jackson,sports
Gerard Piqu and Robert Lewandowski sent off as Barcelona fights back to defeat Osasuna,"Gerard Piqué's football career ended in ignominious fashion as he was red carded from the substitute's bench, but Barcelona nevertheless secured an important 2-1 victory against Osasuna.",sports
Iranian football federation says players who protested during international tournament will be 'dealt with',Iran's football authorities have vowed to deal with beach soccer players who showed solidarity with Iranian protesters during an international tournament this week.,sports
'Scary our lives are so controversial': How tug of war over 'OneLove' armbands descended into a World Cup sideshow,"FIFA President Gianni Infantino pleaded with countries to let football take center stage ahead of the World Cup in Qatar, but it hasn't quite worked out like that.",sports
"Football loss inspired this North Carolina man to buy a winning $150,000 lottery ticket","A North Carolina man turned the pain of his favorite football team's loss into the joy of a $150,000 Powerball win.",sports
JSU head coach Deion Sanders to prohibit players from leaving hotel after Takeoff shot and killed,"Jackson State University head football coach Deion Sanders has told his players they can't leave their hotel in Houston, Texas, this upcoming weekend in the wake of rapper Takeoff's fatal shooting in the city.",sports
Scotland recognized as world's best golf destination,"It remains to be seen whether football will come home for England at the World Cup in Qatar next month, but for neighboring Scotland, golf has officially -- and finally -- returned to its motherland.",sports
Classes remain canceled at the University of Virginia as campus mourns 3 football players who were fatally shot,"The University of Virginia canceled classes Tuesday as it ""continues to work through the emotional toll"" of Sunday's shooting that left three of the school's football players dead and two others injured.",sports
'It's not safe and it's not right.' Qatar says all are welcome to the World Cup but some LGBTQ soccer fans are staying away,"""I'm a man and I love men. I do -- please don't be shocked -- have sex with other men. This is normal. So please get used to it, or stay out of football.""",sports
Tom Brady opens up about his divorce from Gisele,"Tom Brady has opened up about his divorce from wife of 13 years Gisele Bundchen, saying that he's focusing on his family and football in the midst of a ""very amicable situation.""",sports
FIFA announces shared flights for Israeli and Palestinian football fans for 2022 World Cup in Qatar,FIFA announced on Thursday that shared flights have been organized to permit Israeli and Palestinian fans into Qatar to watch the 2022 FIFA World Cup. The temporary direct charter flights between Ben Gurion Airport in Tel Aviv and Hamad International Airport …,sports
Iranian football legend Ali Daei refuses to attend World Cup in solidarity with protesters,Iran's record international goalscorer Ali Daei said on Monday that he refused an invitation to attend the World Cup in Qatar next week to stand in solidarity with Iranian protesters.,sports
Tom Brady looks to make more history in Germany as Bucs take on Seahawks,The National Football League said it could have sold over 3 million tickets for the first regular season game ever in Germany between the Tampa Bay Buccaneers and Seattle Seahawks on Sunday proving again that Tom Brady can attract a crowd.,sports
How the 'world's most famous football' became a 'gift from God' for former referee Ali Bin Nasser,"The two goals are perhaps as famous as each other -- the first fabled for its audacity and guile, the second for its brilliant, breathtaking skill.",sports
"1 Michigan State football player involved in scuffle with opponent suspended by conference for 8 games, school fined","The Big Ten Conference has fined Michigan State University $100,000 and suspended Spartans cornerback Khary ""KJ"" Crump for the first eight games of next season following the post-football game fight against rival Michigan in the players' tunnel at Michigan St…",sports
Three former Pennsylvania officers plead guilty in the shooting of an 8-year-old girl,"Three former Pennsylvania police officers each pleaded guilty Thursday to 10 counts of reckless endangerment for their involvement in the death of an 8-year-old girl who was shot after she was leaving a high school football game with her family, according to …",sports
World Cup news and highlights,Host country Qatar faces Ecuador in the first match of the 2022 World Cup at 11 a.m. ET. Follow live updates here.Host country Qatar faces Ecuador in the first match of the 2022 World Cup at 11 a.m. ET. Follow live updates here.,sports
How World Cup politics explain the modern world,"Billions of people will watch the World Cup in Qatar, fixated on one of the world's premier sporting festivals. But football's governing body FIFA has also unleashed a political tempest, highlighting moral, business and geopolitical dilemmas shaping the moder…",sports
Opinion: Let's call out the Qatar World Cup for what it really is,"This November, billions of people around the world will tune in to The World Cup -- one of the greatest sporting spectacles in human history. ""There's just one problem: This year, it's happening in Qatar,"" write Roger Bennett and Tommy Vietor.",sports
Iran calls for US to be kicked out of 2022 World Cup after it changes Iran flag on social media to show support for protesters,Iran state media has called for the US to be kicked out of the 2022 World Cup after US Soccer changed the country's flag on social media to show support for protesters in the country.,sports
"What is Bud Zero, the only beer Budweiser can sell at the World Cup?","In a surprise reversal, Qatar announced a ban of alcoholic beer at the eight stadiums hosting the World Cup. That leaves fans with just one ""beer"" choice — albeit one that isn't boozy.",sports
Antisemitic messages seen at multiple places in Jacksonville this weekend,"Officials in the Jacksonville area condemned multiple antisemitic messages that appeared in public spaces such as a stadium, highway overpass and a downtown building this weekend.",sports
Must-watch videos of the week,"Animals where they shouldn't be, Roman artifacts uncovered and jubilant scenes from the World Cup. These are the must-watch videos of the week.",sports
University of Virginia shooting suspect purchased 2 guns legally after his prohibition of buying firearms was removed,"The suspected gunman in Sunday's shooting at the University of Virginia -- killing three students and wounding two others -- legally purchased firearms on two separate occasions after being prevented from doing so years earlier, according to the gun shop that…",sports
US journalist says he was initially denied entry to a stadium because of rainbow t-shirt,Some people attending the 2022 World Cup have said they have experienced difficulties in Qatar when wearing clothing decorated in rainbow colors in support of LGBTQ rights.,sports
Early voting begins in some Georgia counties as Warnock and Walker sprint to December 6 runoff,"A week-long early voting period begins Saturday in some Georgia counties as Democratic Sen. Raphael Warnock and Republican challenger Herschel Walker enter a week-and-a-half, post-Thanksgiving sprint to their December 6 runoff election.",sports
Qatar is a minefield for World Cup advertisers. One team has already lost a sponsor,"Billions of people watch FIFA's World Cup every four years, a tantalizing opportunity for advertisers who want to capitalize on the feel-good fervor of the world's biggest sporting event. But this year, it's a reputational minefield for some of the world's bi…",sports
"A comedian has apparently shredded 10,000 over David Beckham's role as Qatar's World Cup ambassador","A British comedian appeared to shred £10,000 ($11,000) in a video after failing to receive a response from David Beckham over his controversial role as a Qatar World Cup ambassador.",sports
The manhunt for the University of Virginia shooting suspect,"Police are searching for the University of Virginia student suspected of fatally shooting three people Sunday at the school's main campus in Charlottesville, officials said. Follow here for the latest.",sports
Mother of UVA running back says her son uttered an agonizing cry when he learned his friend had died in bus shooting,,sports
"Crusader costumes worn by England fans are 'offensive,' says FIFA","Ahead of England's World Cup clash with the United States on Friday, world soccer's governing body FIFA said that Crusader costumes worn by England fans are ""offensive.""",sports
"Neymar sprained his ankle in Brazil's 2-0 win over Serbia, team doctor confirms","Brazil superstar Neymar sprained his right ankle in his side's opening World Cup match -- a 2-0 win over Serbia -- on Thursday, Brazilian team doctor Rodrigo Lasmar confirmed last night in a post-game press conference.",sports
Live updates: Lionel Messi and Argentina play and other World Cup news and highlights,,sports
"5 things to know for November 15: Arizona, UVA shooting, Air travel, Covid, Ukraine",Here's what else you need to know to Get Up to Speed and On with Your Day.,sports
"""I believe movement is life,' says Didier Drogba, the winner of inaugural CNN ""Off the Pitch"" prize at Dubai Globe Soccer Awards","Didier Drogba has been awarded the inaugural Dubai Globe Soccer ""Off the Pitch"" Award, in partnership with CNN. Now in its 13th edition, this year's ceremony on November 17, comes just three days before the beginning of the 2022 Qatar World Cup.",sports
Germany players cover mouths in protest against FIFA clampdown on free speech in 'OneLove' armband row,It was a moment so brief that the thousands of fans inside the Khalifa International Stadium on Wednesday could easily have missed it.,sports
"Canada makes World Cup return after 36-year absence, and other day four highlights in Qatar","Some of soccer's biggest names -- notably Croatia's Luka Modrić and Kevin De Bruyne of Belgium -- will begin their World Cup campaigns on Wednesday, while the decades-long wait is nearly over for Canada fans as their team makes its tournament bow for the firs…",sports
"Start your week smart: Midterms, Iran, Covid-19, Air show crash, Dolly Parton",Here's what you need to know to Start Your Week Smart.,sports
"Josh Cavallo: Only openly gay top-flight male footballer says FIFA's 'OneLove"" armband ban has made him feel 'excluded'","Josh Cavallo, the only openly gay top-flight male soccer player in the sport, has told CNN that FIFA's decision to ban players from wearing ""OneLove"" armbands at the Qatar 2022 has made him feel ""excluded.""",sports
"Iranian protesters celebrate World Cup defeat, as fears surround players' return","Iran's World Cup defeat to the United States was met by cheers and celebrations in Tehran and other Iranian cities on Tuesday evening, as protesters hailed the country's exit from the tournament as a blow to the ruling regime.",sports
"Kylian Mbapp tells Sports Illustrated he considered quitting French national team after Euro 2020, citing lack of support after suffering racist abuse","French superstar Kylian Mbappé says he considered quitting the France national team after Euro 2020, citing a lack of support after suffering racist abuse.",sports
West Ham star Kurt Zouma expresses 'great remorse' for kicking cat,"West Ham defender Kurt Zouma has said that he is ""very, very sorry"" after kicking and slapping a cat in February, as he reflected on a ""difficult spell for me and my family"" in an interview with his club website.",sports
"New Mexico State University basketball player was targeted in NMU campus shooting, police say","New Mexico State University basketball player Mike Peake was identified as the student who was wounded in a fatal shooting on the University of New Mexico campus over the weekend, according to NMSU.",sports
"The Dallas Cowboys demolish the surging Minnesota Vikings, 40-3","With seven straight games won and under their belt, the Minnesota Vikings had a rude awakening Sunday, taking a battering by the Dallas Cowboys who came away with a 40-3 win.",sports
"Wayne Rooney: As former Premier League star rolls sushi in Dubai, his thoughts turn to Alex Ferguson","You might think that after such a grueling career, that a much-needed break was on the cards for Rooney. But at the age of 37, he has instead turned his attention to coaching -- with his old coach's words ringing in his ears.",sports
The World Cup has brought some change to Qatar. Will it last?,Questions remain as to whether the reforms will remain once the tournament is over and the world's gaze shifts away from the Gulf nation.,sports
Tim Sparv: Staying silent is 'not an option' with soccer heading in 'dangerous' direction after Qatar 2022,"Former Finland captain Tim Sparv says he hopes this month's World Cup in Qatar will be a turning point for a sport that he believes is heading in a ""dangerous"" direction.",sports
"Qatar 2022: 'Sport should not be politicized,' France's Macron says ahead of World Cup","""Sport should not be politicized,"" French President Emmanuel Macron said on Thursday, three days before the start of the 2022 World Cup in Qatar.",sports
"Deshaun Watson expected to start for Cleveland Browns when eligible to return, general manager says","Deshaun Watson is expected to start for the Cleveland Browns in the first game he is eligible to return from suspension, team general manager Andrew Berry said on Wednesday.",sports
"5 things to know for Nov. 14: Midterms, UVA shooting, Air show crash, Trump, China",Here's what else you need to know to Get Up to Speed and On with Your Day.,sports
"NFL Week 10 preview: Tom Brady, Tampa Bay Buccaneers face Seattle Seahawks in Germany","Week 10 features the first-ever regular season game played in Germany. The Tampa Bay Buccaneers (4-5) will face the Seattle Seahawks (6-3) in front of nearly 75,000 spectators at Allianz Arena in Munich.",sports
"Golf at St. Andrews is more terrifying than performing, says former Boyzone star Ronan Keating","Irish singer Ronan Keating has no issue performing on stage to thousands, but the former boy band star and golf addict is as nervous as they come when playing golf to a small audience at St. Andrews.",sports
Ali Karimi: Iranian soccer great alleges death threats made against him by the Iran government after supporting protesters,"Iranian soccer great Ali Karimi has alleged that death threats have been made against him, while his family and close friends have been intimidated and harassed by the Iranian government following his support of ongoing protests in the country.",sports
Family of Georgia teen who died of heatstroke after school basketball drill accepts $10 million settlement,"A school board will pay a $10 million settlement in the death of 16-year-old Imani Bell, an Atlanta-area basketball player whose 2019 death from heat-related injuries led to murder charges against two coaches, the family's legal team said.",sports
This month's Southern Taurids meteor shower will feature bright fireballs in the sky,"The Southern Taurids' peak will be on November 5, with an increase of fireballs that can be seen in the sky without equipment. The Taurids are famous for producing the most and brightest fireballs — meteors that can appear brighter than the planet Venus.",sports
Family of soccer star Katie Meyer files wrongful death lawsuit against Stanford University after she died by suicide,"The family of Katie Meyer, a star soccer player who died by suicide last spring, has filed a wrongful death lawsuit against Stanford University and several administrators alleging their actions surrounding a potential disciplinary action caused her ""to suffer…",sports
Lionel Messi and Argentina face crunch game against Poland,It was meant to be Lionel Messi's crowning moment for Argentina -- the tournament in which he steps out of Diego Maradona's shadow for the national team -- but the 2022 World Cup has been a mixed experience for the 35-year-old so far.,sports
Fans around the world flock to watch Lionel Messi play at Qatar 2022,Walk around Doha and it isn't long before you hear people talking about Lionel Messi.,sports
Why Arabs and Muslims feel stung by coverage of the Qatar World Cup,This year's World Cup is certainly like no other before it. It is the first to be held in a Muslim country and Qatar has gone a long way to give the event a distinctly Arab and Muslim flavor.,sports
"5 things to know for Nov. 17: House, Layoffs, UVA shooting, Ukraine, College rankings",Here's what else you need to know to Get Up to Speed and On with Your Day.,sports
What fans can't do in Qatar,"After years of anticipation -- and controversy -- since Qatar was awarded the World Cup, the tournament finally got underway on Sunday in Doha.",sports
The couple traveling the world in ambulance they bought on eBay,UK couple Lawrence Dodi and Rachel Nixon are currently a year into a global journey across more than 60 countries in a bid to set the Guinness World Record for the longest journey undertaken in an ambulance.,sports
"America has an antisemitism problem and victims cannot be left to fight it alone, rabbi says","The United States seems awash in antisemitism, and it isn't just the usual suspects like the White supremacists and the avowed hatemongers. Now it's spouting forth from its superstar musicians and athletes, as well as its politicians, and it appears to be tri…",sports
